web-scraper-order,web-scraper-start-url,event_link,event_link-href,event_title1,event_image-src,event_text,event_organizer__CCCB,event_maplink__1,event_cost__,event_venue__CCCB,event_category__CCCB__Actividad,event_id,event_title2,event_start,event_end
"1526029301-38","http://www.cccb.org/es/actividades/actuales/2","George Orwell: ¿un Quijote en bicicleta?","http://www.cccb.org/es/actividades/ficha/george-orwell-un-quijote-en-bicicleta/228735","George Orwell: ¿un Quijote en bicicleta?","http://www.cccb.org/rcs_gene/maxresdefault.jpg","Este curso quiere revisar el legado de Orwell, tanto desde el punto de vista de su proyecto literario como de su posición política, en un intento de resituar la enorme influencia contra pronóstico que ha tenido la obra de un autor que escribió casi siempre a contracorriente y cuestionó de forma precoz, con honestidad intelectual y recursos precarios, los «ismos» más perversos de su tiempo: el imperialismo, el fascismo y el estalinismo.","null","null","null","null","null","http://www.cccb.org/es/actividades/ficha/george-orwell-un-quijote-en-bicicleta/228735","A cargo de Miquel Berga","3, 10, 17 y 24 mayo 2018","3, 10, 17 y 24 mayo 2018"
"1526029288-30","http://www.cccb.org/es/actividades/actuales/2","Política en tiempos de perplejidad","http://www.cccb.org/es/actividades/ficha/politica-en-tiempos-de-perplejidad/228912","Política en tiempos de perplejidad","http://www.cccb.org/rcs_gene/coberta_innerarity.jpg","Con motivo de la presentación de su último libro Política para perplejos (Galaxia Gutenberg, 2018), el filósofo Daniel Innerarity ofrecerá una conferencia sobre la incertidumbre y la desorientación que caracterizan el paisaje político actual.","null","null","null","null","null","http://www.cccb.org/es/actividades/ficha/politica-en-tiempos-de-perplejidad/228912","Conferencia de Daniel Innerarity","22 mayo 2018","22 mayo 2018"
"1526029338-46","http://www.cccb.org/es/actividades","Lectoras de Judith Butler","http://www.cccb.org/es/actividades/ficha/lectoras-de-judith-butler/228745","Lectoras de Judith Butler","http://www.cccb.org/rcs_gene/Butler-curs-IHB_web-CCCB.jpg","Este curso es a la vez una introducción y una guía de lectura de la obra de una de las pensadoras más relevantes de la filosofía crítica contemporánea. Con motivo de su visita al CCCB, el Institut d’Humanitats ha convocado a seis grandes lectoras de Judith Butler a compartir su interpretación de algunos aspectos clave de su pensamiento. Desde su aportación esencial a la problematización de la categoría de género, que convirtió su libro El género en disputa en una de las obras fundamentales del feminismo y la teoría queer, hasta sus reflexiones sobre el reconocimiento, la vulnerabilidad y la violencia y, más recientemente, las formas colectivas de acción política.","null","null","null","null","null","http://www.cccb.org/es/actividades/ficha/lectoras-de-judith-butler/228745","Con Marta Segarra, Lorena Fuster, Meri Torras, Begonya Saez, Marina Garcés y Joana Masó","16 abril, 7, 14, 16 y 23 mayo 2018","16 abril, 7, 14, 16 y 23 mayo 2018"
"1526029286-28","http://www.cccb.org/es/actividades/actuales/2","Visita a la exposición del Macba «Francesc Torres. La Campana Hermética. Espacio para una antropología intransferible»","http://www.cccb.org/es/actividades/ficha/visita-a-la-exposicion-del-macba-francesc-torres-la-campana-hermetica-espacio-para-una-antropologia-intransferible/228206","Visita a la exposición del Macba «Francesc Torres. La Campana Hermética. Espacio para una antropología intransferible»","http://www.cccb.org/rcs_gene/ftorres.jpg","La torre del MACBA estará ocupada por una instalación específicamente concebida por Francesc Torres para este espacio.","null","null","null","null","null","http://www.cccb.org/es/actividades/ficha/visita-a-la-exposicion-del-macba-francesc-torres-la-campana-hermetica-espacio-para-una-antropologia-intransferible/228206","Oferta exclusiva para los Amigos del CCCB","25 mayo 2018","25 mayo 2018"
"1526029342-48","http://www.cccb.org/es/actividades","Educar el deseo: momentos de felicidad compartida","http://www.cccb.org/es/actividades/ficha/educar-el-deseo-momentos-de-felicidad-compartida/228475","Educar el deseo: momentos de felicidad compartida","http://www.cccb.org/rcs_gene/Segal_1001.jpg","¿Qué es la felicidad? ¿Dónde se esconde? Según la catedrática de psicología y estudios de género Lynne Segal, es inútil buscar la felicidad en solitario: solo si asumimos la responsabilidad por el mundo que compartimos y el compromiso de transformarlo podemos ser verdadera y radicalmente felices. Y esta es la promesa que debería encarnar hacerse adulto, ser capaces de convertir el mundo que nos encontramos en un mundo que contribuimos a hacer.","null","null","null","null","null","http://www.cccb.org/es/actividades/ficha/educar-el-deseo-momentos-de-felicidad-compartida/228475","Conferencia de Lynne Segal","14 mayo 2018","14 mayo 2018"
"1526029332-43","http://www.cccb.org/es/actividades","Celebrar Europa","http://www.cccb.org/es/actividades/ficha/celebrar-europa/228708","Celebrar Europa","http://www.cccb.org/rcs_gene/Celebrar-Europa-_-web-CCCB.jpg","¿Qué es Europa? ¿Qué supone ser ciudadano europeo? Este breve curso propone una reflexión sobre diversos aspectos de la comunidad cultural y política que llamamos Europa, más allá de la economía y los imperativos comerciales.","null","null","null","null","null","http://www.cccb.org/es/actividades/ficha/celebrar-europa/228708","Curso dirigido por Andreu Jaume","25 abril, 2, 9, 16 y 23 mayo, 6 junio 2018","25 abril, 2, 9, 16 y 23 mayo, 6 junio 2018"
"1526029349-51","http://www.cccb.org/es/actividades","Primera Persona 2018","http://www.cccb.org/es/actividades/ficha/primera-persona-2018/228004","Primera Persona 2018","http://www.cccb.org/rcs_gene/banner_web_PrimeraPersona18_fitxa.jpg","El CCCB presenta la 7ª edición del Primera Persona, festival de referencia que reúne a creadores de varias disciplinas artísticas que basan su obra en su propia experiencia vital. Lecturas, monólogos y conversaciones, actuaciones que los participantes preparan como siempre en exclusiva para el festival. El festival también celebra su tercera edición en La Casa Encendida de Madrid.","null","null","null","null","null","http://www.cccb.org/es/actividades/ficha/primera-persona-2018/228004","Dos jornadas de autobiografía en directo: monólogos tragicómicos, música pop, teatro y narrativa","11 - 12 mayo 2018","11 - 12 mayo 2018"
"1526029284-26","http://www.cccb.org/es/actividades/actuales/2","Habitació 1418","http://www.cccb.org/es/actividades/ficha/habitacio-1418/228900","Habitació 1418","http://www.cccb.org/rcs_gene/habitacio1418_2.jpg","Para quienes aún no sabéis de qué hablamos, os refrescamos la mente: la «Habitació 1418» es un espacio de actividad creativa para jóvenes entre 14 y 18 años. Un punto de encuentro activo y gratuito que abre cada sábado, y que nace como plataforma altamente flexible, modulada por sus propios usuarios. ¡Ven y haz que pase!","null","null","null","null","null","http://www.cccb.org/es/actividades/ficha/habitacio-1418/228900","Programación mayo 2018","5 y 26 mayo 2018","5 y 26 mayo 2018"
"1526029334-44","http://www.cccb.org/es/actividades","Ver lo invisible","http://www.cccb.org/es/actividades/ficha/ver-lo-invisible/228812","Ver lo invisible","http://www.cccb.org/rcs_gene/foto_conf_lachman_1000.jpg","Gary Lachman, escritor, músico y experto en la historia de la conciencia y del pensamiento esotérico, pone de relieve la importancia del ocultismo en la conformación de la cultura moderna","null","null","null","null","null","http://www.cccb.org/es/actividades/ficha/ver-lo-invisible/228812","Conferencia de Gary Lachman","16 mayo 2018","16 mayo 2018"
"1526029297-36","http://www.cccb.org/es/actividades/actuales/2","Poetry Slam Barcelona","http://www.cccb.org/es/actividades/ficha/poetry-slam-barcelona/228791","Poetry Slam Barcelona","http://www.cccb.org/rcs_gene/poetry-slam-maig.jpg","Palabra y escena. Poetry Slam Barcelona es un campeonato mensual de poesía, pero también una plataforma de formación, creación y difusión de la literatura oral contemporánea.","null","null","null","null","null","http://www.cccb.org/es/actividades/ficha/poetry-slam-barcelona/228791","Creación a partir de la palabra y la escena","19 mayo 2018","19 mayo 2018"
"1526029347-50","http://www.cccb.org/es/actividades","Primavera","http://www.cccb.org/es/actividades/ficha/primavera/223542","Primavera","http://www.cccb.org/rcs_gene/Sedmikrasky_de_V_ra_Chytilova.jpg","Llegada la primavera, salimos de nuestros refugios. Es la estación del redescubrimiento de la luz. He aquí una degustación de títulos que tratan de crear una nueva mirada hacia el mundo exterior.","null","null","null","null","null","http://www.cccb.org/es/actividades/ficha/primavera/223542","Archivo Xcèntric","9 abril - 21 junio 2018","9 abril - 21 junio 2018"
"1526029340-47","http://www.cccb.org/es/actividades","Flexo 6/6. El turismo. Seminario a cargo de Saida Palou","http://www.cccb.org/es/actividades/ficha/flexo-6-6-el-turismo-seminario-a-cargo-de-saida-palou/227743","Flexo 6/6. El turismo. Seminario a cargo de Saida Palou","http://www.cccb.org/rcs_gene/Flexo_Turisme_webCCCB.jpg","La literatura, la antropología, el cine, la filosofía, el diseño y la poesía son métodos para reflexionar, para dar lugar a las cosas. En esta edición de Flexo, dirigida por Adrià Pujol bajo el título Los lugares y las cosas, seis pensadores y pensadoras intentarán situar su trabajo, encarnarlo en un lugar concreto a partir de las lecturas que les inspiran.","null","null","null","null","null","http://www.cccb.org/es/actividades/ficha/flexo-6-6-el-turismo-seminario-a-cargo-de-saida-palou/227743","De ""Barcelona, destino turístico"", de Saida Palou, a ""Turismo cultural. Entre la experiencia y el ritual"", de José Antonio Donaire","7, 14 y 28 mayo 2018","7, 14 y 28 mayo 2018"
"1526029279-22","http://www.cccb.org/es/actividades/actuales/2","FIRE!: Gustafsson + Berthling + Werling","http://www.cccb.org/es/actividades/ficha/fire-gustafsson-berthling-werling/228976","FIRE!: Gustafsson + Berthling + Werling","http://www.cccb.org/rcs_gene/Fire_by_Johan_Bergmark_WEB.jpg","El trío experimental nórdico Fire! es uno de los grupos más activos y sin complejos de la escena actual de la música improvisada. Después de diversas experiencias con una plantilla de hasta 28 músicos, Mats Gustafsson, Johan Berthling y Andreas Werlin vuelven a Barcelona con la formación original de trío, en un concierto en el patio norte de la Fundació Joan Miró basado en su reciente álbum You liked me five minutes ago. Free jazz, rock psicodélico, noise... categorías insuficientes para un grupo inclasificable.","null","null","null","null","null","http://www.cccb.org/es/actividades/ficha/fire-gustafsson-berthling-werling/228976","Descuento exclusivo para los Amigos del CCCB","31 mayo 2018","31 mayo 2018"
"1526029336-45","http://www.cccb.org/es/actividades","La novela de ideas","http://www.cccb.org/es/actividades/ficha/la-novela-de-ideas/227364","La novela de ideas","http://www.cccb.org/rcs_gene/CCCB_Novel.la-idees_-Isaac_Israels.jpg","El ciclo anual ""El arte de la novela"" cambia de formato. Tratará cada año sobre novelas de géneros diversos: la novela de ideas, la novela de amor, la novela de aventuras, la novela psicológica, la novela fantástica, etcétera. Iniciamos el nuevo formato con la serie ""La novela de ideas"", con una selección que recorre diversas lenguas y momentos de la historia de la literatura.","null","null","null","null","null","http://www.cccb.org/es/actividades/ficha/la-novela-de-ideas/227364","El arte de la novela, curso dirigido por Jordi Llovet","13, 20 y 27 marzo, 3, 10, 17 y 24 abril, 8, 15 y 22 mayo, 5 y 12 junio 2018","13, 20 y 27 marzo, 3, 10, 17 y 24 abril, 8, 15 y 22 mayo, 5 y 12 junio 2018"
